Customer_ID,Product,Date_of_Purchase,Frequency,Annual_Income,Gender,Age_Group,Region,Price,Category,Brand,Days_Since_Last_Purchase,Gender_Label,Age_Group_Label,Region_Label,Category_Label,Brand_Label
CUST_044,PROD_003,2024-08-22,2,30000,Male,36-45,North,239.72,Home,BrandB,275,1,2,1,2,1
CUST_000,PROD_007,2024-01-04,3,70000,Male,26-35,North,463.65,Sports,BrandA,506,1,1,1,3,0
CUST_015,PROD_008,2024-06-02,2,30000,Male,46-55,South,783.54,Clothing,BrandD,356,1,3,2,0,3
CUST_038,PROD_002,2024-01-29,4,30000,Female,46-55,East,960.57,Electronics,BrandA,481,0,3,0,1,0
CUST_004,PROD_002,2024-04-18,4,50000,Male,26-35,West,765.94,Sports,BrandB,401,1,1,3,3,1
CUST_021,PROD_010,2024-04-07,5,90000,Female,36-45,South,856.65,Electronics,BrandC,412,0,2,2,1,2
CUST_028,PROD_012,2024-08-02,1,30000,Male,18-25,North,607.03,Home,BrandD,295,1,0,1,2,3
CUST_002,PROD_001,2024-10-19,5,70000,Female,18-25,West,837.05,Clothing,BrandB,217,0,0,3,0,1
CUST_011,PROD_012,2024-03-15,3,70000,Female,46-55,North,786.58,Electronics,BrandD,435,0,3,1,1,3
CUST_025,PROD_009,2024-11-21,2,90000,Male,26-35,East,383.22,Clothing,BrandA,184,1,1,0,0,0
CUST_015,PROD_002,2024-05-25,3,70000,Female,46-55,South,556.47,Electronics,BrandC,364,0,3,2,1,2
CUST_036,PROD_002,2024-05-07,4,90000,Female,26-35,East,806.71,Home,BrandA,382,0,1,0,2,0
CUST_021,PROD_004,2024-12-06,5,70000,Male,18-25,South,55.6,Home,BrandC,169,1,0,2,2,2
CUST_028,PROD_004,2024-02-11,5,50000,Female,36-45,North,810.0,Clothing,BrandD,468,0,2,1,0,3
CUST_013,PROD_001,2024-12-21,5,30000,Female,26-35,East,186.11,Home,BrandD,154,0,1,0,2,3
CUST_027,PROD_011,2024-02-10,3,50000,Female,18-25,East,519.54,Sports,BrandA,469,0,0,0,3,0
CUST_004,PROD_009,2024-02-03,4,30000,Male,46-55,North,810.19,Electronics,BrandC,476,1,3,1,1,2
CUST_046,PROD_012,2024-01-17,2,30000,Male,26-35,East,261.28,Home,BrandC,493,1,1,0,2,2
CUST_048,PROD_005,2024-06-13,2,30000,Female,36-45,West,253.35,Sports,BrandD,345,0,2,3,3,3
CUST_029,PROD_004,2024-06-01,3,50000,Male,46-55,South,408.74,Clothing,BrandA,357,1,3,2,0,0
CUST_045,PROD_005,2024-03-16,5,30000,Female,46-55,South,895.7,Sports,BrandC,434,0,3,2,3,2
CUST_004,PROD_000,2024-03-27,1,50000,Female,18-25,South,10.44,Clothing,BrandD,423,0,0,2,0,3
CUST_011,PROD_004,2024-04-26,3,90000,Female,26-35,West,902.37,Clothing,BrandB,393,0,1,3,0,1
CUST_015,PROD_008,2024-12-27,3,70000,Female,46-55,South,162.27,Electronics,BrandA,148,0,3,2,1,0
CUST_025,PROD_011,2024-12-07,4,70000,Female,36-45,North,990.19,Electronics,BrandB,168,0,2,1,1,1
CUST_025,PROD_009,2024-01-27,2,30000,Male,26-35,East,955.3,Sports,BrandA,483,1,1,0,3,0
